Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Day,Month,Year,Arrival_Time_hr,Arrival_Time_min,Dep_Time_hr,Dep_Time_min,Duration_hr,Duration_min
IndiGo,2019-09-03,Delhi,Cochin,DEL → BLR → COK,02:00,07:45,5h 45m,1,0,7060,3,9,2019,7,45,2,0,5,45
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,13:55,09:15,19h 20m,1,0,14231,24,3,2019,9,15,13,55,19,20
Jet Airways,2019-04-24,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,0,1,4544,24,4,2019,22,0,18,55,3,5
Jet Airways,2019-09-03,Delhi,Cochin,DEL → BOM → COK,15:05,18:50,27h 45m,1,0,16289,3,9,2019,18,50,15,5,27,45
IndiGo,2019-03-03,Kolkata,Banglore,CCU → BLR,10:10,12:55,2h 45m,0,0,6565,3,3,2019,12,55,10,10,2,45
IndiGo,2019-06-21,Chennai,Kolkata,MAA → CCU,14:45,17:05,2h 20m,0,0,3597,21,6,2019,17,5,14,45,2,20
Air India,2019-06-05,Delhi,Cochin,DEL → MAA → COK,20:40,09:25,12h 45m,1,0,7480,5,6,2019,9,25,20,40,12,45
Vistara,2019-12-05,Kolkata,Banglore,CCU → DEL → BLR,17:00,10:45,17h 45m,1,0,9922,5,12,2019,10,45,17,0,17,45
Jet Airways,2019-05-27,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,0,0,7229,27,5,2019,20,45,17,45,3,0
Jet Airways,2019-06-15,Delhi,Cochin,DEL → ATQ → BOM → COK,20:00,12:35,16h 35m,2,0,14300,15,6,2019,12,35,20,0,16,35
Jet Airways,2019-03-27,Delhi,Cochin,DEL → BOM → COK,02:15,04:25,26h 10m,1,0,12242,27,3,2019,4,25,2,15,26,10
Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,11:25,19:00,7h 35m,1,0,10678,24,6,2019,19,0,11,25,7,35
Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,08:00,21:00,13h,1,1,9450,27,5,2019,21,0,8,0,13,0
IndiGo,2019-06-04,Kolkata,Banglore,CCU → BLR,21:25,00:05,2h 40m,0,0,4174,4,6,2019,0,5,21,25,2,40
Jet Airways,2019-06-04,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,0,1,4544,4,6,2019,10,10,7,10,3,0
IndiGo,2019-05-15,Kolkata,Banglore,CCU → MAA → BLR,17:35,22:15,4h 40m,1,0,5386,15,5,2019,22,15,17,35,4,40
Jet Airways,2019-05-24,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,19:00,23h 50m,2,0,15129,24,5,2019,19,0,19,10,23,50
IndiGo,2019-06-15,Delhi,Cochin,DEL → HYD → COK,14:20,22:30,8h 10m,1,0,6412,15,6,2019,22,30,14,20,8,10
Jet Airways,2019-06-27,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,04:25,29h 20m,2,0,15339,27,6,2019,4,25,23,5,29,20
Jet Airways,2019-03-24,Banglore,New Delhi,BLR → DEL,02:00,04:45,2h 45m,0,0,7229,24,3,2019,4,45,2,0,2,45
Vistara,2019-01-06,Banglore,Delhi,BLR → DEL,09:45,12:35,2h 50m,0,0,4878,6,1,2019,12,35,9,45,2,50
Air Asia,2019-06-04,Kolkata,Banglore,CCU → BLR,10:20,12:55,2h 35m,0,0,3807,4,6,2019,12,55,10,20,2,35
Jet Airways,2019-05-18,Delhi,Cochin,DEL → BOM → COK,17:30,12:35,19h 5m,1,1,12373,18,5,2019,12,35,17,30,19,5
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,14:05,23:35,9h 30m,1,0,14571,6,6,2019,23,35,14,5,9,30
Jet Airways,2019-12-06,Delhi,Cochin,DEL → BOM → COK,19:45,04:25,8h 40m,1,1,10262,6,12,2019,4,25,19,45,8,40
Jet Airways,2019-09-06,Delhi,Cochin,DEL → BOM → COK,20:55,19:00,22h 5m,1,1,10577,6,9,2019,19,0,20,55,22,5
Vistara,2019-06-03,Mumbai,Hyderabad,BOM → DEL → HYD,20:55,22:55,26h,1,0,12395,3,6,2019,22,55,20,55,26,0
SpiceJet,2019-04-27,Kolkata,Banglore,CCU → BLR,06:55,09:30,2h 35m,0,2,3841,27,4,2019,9,30,6,55,2,35
Air Asia,2019-03-06,Delhi,Cochin,DEL → BLR → COK,07:55,15:45,7h 50m,1,0,8759,6,3,2019,15,45,7,55,7,50
IndiGo,2019-03-21,Delhi,Cochin,DEL → BOM → COK,04:45,15:30,10h 45m,1,0,7738,21,3,2019,15,30,4,45,10,45
IndiGo,2019-05-18,Delhi,Cochin,DEL → BOM → COK,15:00,01:30,10h 30m,1,0,7503,18,5,2019,1,30,15,0,10,30
IndiGo,2019-03-06,Delhi,Cochin,DEL → BOM → COK,11:25,01:30,14h 5m,1,0,5883,6,3,2019,1,30,11,25,14,5
Jet Airways,2019-12-06,Kolkata,Banglore,CCU → DEL → BLR,20:25,09:45,13h 20m,1,0,12692,6,12,2019,9,45,20,25,13,20
IndiGo,2019-04-15,Banglore,Delhi,BLR → DEL,08:30,11:20,2h 50m,0,0,4823,15,4,2019,11,20,8,30,2,50
SpiceJet,2019-05-27,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1h 30m,0,0,2017,27,5,2019,7,15,5,45,1,30
Air India,2019-12-06,Delhi,Cochin,DEL → JAI → BOM → COK,12:00,07:40,19h 40m,2,0,8603,6,12,2019,7,40,12,0,19,40
Jet Airways,2019-06-21,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,0,1,5769,21,6,2019,14,5,11,10,2,55
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,18:55,18:15,23h 20m,1,0,12681,4,1,2019,18,15,18,55,23,20
SpiceJet,2019-06-24,Banglore,Delhi,BLR → DEL,05:55,08:35,2h 40m,0,0,3625,24,6,2019,8,35,5,55,2,40
IndiGo,2019-09-05,Delhi,Cochin,DEL → BOM → COK,09:15,01:30,16h 15m,1,0,8854,5,9,2019,1,30,9,15,16,15
IndiGo,2019-05-15,Mumbai,Hyderabad,BOM → HYD,02:35,04:05,1h 30m,0,0,2754,15,5,2019,4,5,2,35,1,30
Air India,2019-12-06,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,9h 15m,1,0,8372,6,12,2019,19,15,10,0,9,15
Jet Airways,2019-12-06,Delhi,Cochin,DEL → BOM → COK,16:00,12:35,20h 35m,1,1,10262,6,12,2019,12,35,16,0,20,35
Air India,2019-03-03,Chennai,Kolkata,MAA → CCU,11:40,13:55,2h 15m,0,0,10810,3,3,2019,13,55,11,40,2,15
IndiGo,2019-06-15,Chennai,Kolkata,MAA → CCU,05:15,07:40,2h 25m,0,0,3540,15,6,2019,7,40,5,15,2,25
Jet Airways,2019-06-06,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,0,0,8016,6,6,2019,22,0,18,55,3,5
IndiGo,2019-09-03,Banglore,New Delhi,BLR → DEL,10:30,13:20,2h 50m,0,0,6860,3,9,2019,13,20,10,30,2,50
Air Asia,2019-04-27,Delhi,Cochin,DEL → BLR → COK,16:45,22:25,5h 40m,1,0,6451,27,4,2019,22,25,16,45,5,40
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,20:25,15:05,18h 40m,1,0,13067,5,6,2019,15,5,20,25,18,40
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,17:00,18:00,25h,1,0,11467,5,6,2019,18,0,17,0,25,0
Air India,2019-09-05,Kolkata,Banglore,CCU → DEL → BLR,10:00,23:15,13h 15m,1,0,10203,5,9,2019,23,15,10,0,13,15
Air Asia,2019-12-03,Kolkata,Banglore,CCU → BLR,22:50,01:20,2h 30m,0,0,4082,3,12,2019,1,20,22,50,2,30
Air India,2019-05-21,Delhi,Cochin,DEL → GOI → BOM → COK,10:55,19:15,8h 20m,2,0,13276,21,5,2019,19,15,10,55,8,20
Jet Airways,2019-09-03,Banglore,New Delhi,BLR → BOM → JDH → DEL,08:55,15:55,7h,2,0,23001,3,9,2019,15,55,8,55,7,0
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,18:55,20:45,25h 50m,1,1,10844,6,6,2019,20,45,18,55,25,50
IndiGo,2019-06-27,Banglore,Delhi,BLR → DEL,18:55,21:50,2h 55m,0,0,4990,27,6,2019,21,50,18,55,2,55
Jet Airways,2019-09-03,Banglore,New Delhi,BLR → BDQ → DEL,05:50,15:00,9h 10m,1,1,10037,3,9,2019,15,0,5,50,9,10
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,20:00,04:40,8h 40m,1,0,14388,5,6,2019,4,40,20,0,8,40
IndiGo,2019-03-24,Banglore,New Delhi,BLR → DEL,16:55,19:45,2h 50m,0,0,7303,24,3,2019,19,45,16,55,2,50
Air India,2019-03-03,Delhi,Cochin,DEL → HYD → BOM → COK,21:30,19:15,21h 45m,2,0,12287,3,3,2019,19,15,21,30,21,45
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,14:05,20:45,6h 40m,1,1,10844,6,6,2019,20,45,14,5,6,40
Jet Airways,2019-05-24,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,0,1,4995,24,5,2019,11,50,10,20,1,30
Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,11:40,19:00,7h 20m,1,0,9794,27,5,2019,19,0,11,40,7,20
IndiGo,2019-06-06,Kolkata,Banglore,CCU → MAA → BLR,06:20,10:20,4h,1,0,4226,6,6,2019,10,20,6,20,4,0
IndiGo,2019-03-21,Delhi,Cochin,DEL → BOM → COK,11:30,01:35,14h 5m,1,0,7318,21,3,2019,1,35,11,30,14,5
Jet Airways,2019-12-06,Kolkata,Banglore,CCU → BOM → BLR,20:00,08:15,12h 15m,1,1,8529,6,12,2019,8,15,20,0,12,15
Air India,2019-12-06,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,18:30,30h 30m,2,0,9416,6,12,2019,18,30,12,0,30,30
Jet Airways,2019-03-06,Delhi,Cochin,DEL → IDR → BOM → COK,09:35,12:35,27h,2,1,11507,6,3,2019,12,35,9,35,27,0
Air India,2019-01-04,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,08:55,16h 10m,2,0,9920,4,1,2019,8,55,16,45,16,10
Multiple carriers,2019-05-18,Delhi,Cochin,DEL → HYD → COK,07:10,16:10,9h,1,0,7038,18,5,2019,16,10,7,10,9,0
GoAir,2019-03-06,Delhi,Cochin,DEL → BOM → COK,07:00,12:55,5h 55m,1,0,4959,6,3,2019,12,55,7,0,5,55
Jet Airways,2019-09-06,Mumbai,Hyderabad,BOM → HYD,07:05,08:30,1h 25m,0,0,5678,6,9,2019,8,30,7,5,1,25
Jet Airways,2019-09-06,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,0,1,7229,6,9,2019,11,20,8,20,3,0
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,16:30,23:35,7h 5m,1,1,7064,4,1,2019,23,35,16,30,7,5
IndiGo,2019-06-04,Banglore,Delhi,BLR → DEL,08:30,11:20,2h 50m,0,0,4823,4,6,2019,11,20,8,30,2,50
Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,16:30,22:35,6h 5m,1,0,14571,24,5,2019,22,35,16,30,6,5
IndiGo,2019-03-27,Kolkata,Banglore,CCU → BLR,09:35,12:20,2h 45m,0,0,4148,27,3,2019,12,20,9,35,2,45
Air India,2019-05-24,Kolkata,Banglore,CCU → DEL → COK → BLR,10:00,01:20,15h 20m,2,0,13873,24,5,2019,1,20,10,0,15,20
Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,13:00,12:35,23h 35m,1,1,10262,24,6,2019,12,35,13,0,23,35
Jet Airways,2019-05-21,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,19:00,23h 50m,2,0,15129,21,5,2019,19,0,19,10,23,50
Multiple carriers,2019-09-04,Delhi,Cochin,DEL → BOM → COK,11:40,01:30,13h 50m,1,0,6645,4,9,2019,1,30,11,40,13,50
IndiGo,2019-01-05,Kolkata,Banglore,CCU → BLR,17:15,19:50,2h 35m,0,0,4804,5,1,2019,19,50,17,15,2,35
IndiGo,2019-09-03,Banglore,New Delhi,BLR → STV → DEL,11:20,15:25,4h 5m,1,0,5746,3,9,2019,15,25,11,20,4,5
GoAir,2019-09-06,Delhi,Cochin,DEL → HYD → COK,05:55,13:35,7h 40m,1,0,5199,6,9,2019,13,35,5,55,7,40
IndiGo,2019-03-18,Chennai,Kolkata,MAA → CCU,19:35,21:55,2h 20m,0,0,4332,18,3,2019,21,55,19,35,2,20
IndiGo,2019-01-06,Delhi,Cochin,DEL → BOM → COK,11:25,21:00,9h 35m,1,0,6416,6,1,2019,21,0,11,25,9,35
Air India,2019-03-18,Banglore,New Delhi,BLR → BOM → JDH → DEL,06:45,16:20,9h 35m,2,0,12935,18,3,2019,16,20,6,45,9,35
Jet Airways,2019-03-21,Banglore,New Delhi,BLR → BOM → DEL,08:55,20:20,11h 25m,1,1,7832,21,3,2019,20,20,8,55,11,25
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,16:30,04:40,12h 10m,1,1,8586,5,1,2019,4,40,16,30,12,10
Jet Airways,2019-06-24,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,0,1,5769,24,6,2019,18,10,15,15,2,55
Jet Airways,2019-05-21,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,0,0,8040,21,5,2019,11,50,10,20,1,30
Vistara,2019-06-03,Delhi,Cochin,DEL → COK,06:00,09:10,3h 10m,0,0,12411,3,6,2019,9,10,6,0,3,10
Air India,2019-09-06,Kolkata,Banglore,CCU → BOM → BLR,09:25,21:50,12h 25m,1,0,8366,6,9,2019,21,50,9,25,12,25
Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,07:30,19:15,11h 45m,1,0,7354,6,3,2019,19,15,7,30,11,45
Air India,2019-01-03,Banglore,New Delhi,BLR → CCU → GAU → DEL,11:05,22:10,11h 5m,2,5,13576,3,1,2019,22,10,11,5,11,5
Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,09:15,19:00,9h 45m,1,0,11622,6,3,2019,19,0,9,15,9,45
Air India,2019-06-06,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,23:15,17h 25m,2,0,12723,6,6,2019,23,15,5,50,17,25
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,08:25,23:25,15h,1,0,13759,24,3,2019,23,25,8,25,15,0
IndiGo,2019-05-15,Delhi,Cochin,DEL → HYD → COK,16:10,22:30,6h 20m,1,0,6412,15,5,2019,22,30,16,10,6,20
IndiGo,2019-03-27,Delhi,Cochin,DEL → HYD → MAA → COK,08:35,21:20,12h 45m,2,0,6494,27,3,2019,21,20,8,35,12,45
Jet Airways,2019-03-24,Mumbai,Hyderabad,BOM → HYD,15:50,17:20,1h 30m,0,0,5678,24,3,2019,17,20,15,50,1,30
Air India,2019-12-05,Kolkata,Banglore,CCU → BOM → BLR,09:25,11:10,25h 45m,1,0,8891,5,12,2019,11,10,9,25,25,45
Jet Airways,2019-03-03,Delhi,Cochin,DEL → BOM → COK,21:50,18:50,21h,1,0,17024,3,3,2019,18,50,21,50,21,0
Jet Airways,2019-12-06,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,19:00,9h 20m,2,1,10368,6,12,2019,19,0,9,40,9,20
Jet Airways,2019-09-06,Kolkata,Banglore,CCU → BOM → BLR,20:00,18:15,22h 15m,1,0,14571,6,9,2019,18,15,20,0,22,15
Jet Airways,2019-03-21,Banglore,New Delhi,BLR → BOM → DEL,07:00,15:15,8h 15m,1,1,7832,21,3,2019,15,15,7,0,8,15
Jet Airways,2019-09-05,Kolkata,Banglore,CCU → DEL → BLR,09:35,22:05,12h 30m,1,0,14151,5,9,2019,22,5,9,35,12,30
Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,10:45,19:15,8h 30m,1,0,7154,21,3,2019,19,15,10,45,8,30
Air Asia,2019-04-15,Kolkata,Banglore,CCU → DEL → BLR,07:35,19:25,11h 50m,1,0,5192,15,4,2019,19,25,7,35,11,50
Multiple carriers,2019-06-03,Delhi,Cochin,DEL → IDR → BOM → COK,15:05,01:35,10h 30m,2,0,21483,3,6,2019,1,35,15,5,10,30
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,16:30,04:40,12h 10m,1,1,6812,6,6,2019,4,40,16,30,12,10
IndiGo,2019-03-03,Banglore,New Delhi,BLR → BOM → DEL,19:35,00:35,5h,1,0,13292,3,3,2019,0,35,19,35,5,0
IndiGo,2019-09-04,Kolkata,Banglore,CCU → BLR,22:15,00:50,2h 35m,0,0,4174,4,9,2019,0,50,22,15,2,35
Jet Airways,2019-06-27,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,12:35,17h 25m,2,1,11150,27,6,2019,12,35,19,10,17,25
IndiGo,2019-04-24,Delhi,Cochin,DEL → BLR → COK,17:05,22:15,5h 10m,1,0,5912,24,4,2019,22,15,17,5,5,10
Air India,2019-06-27,Delhi,Cochin,DEL → BLR → COK,13:30,23:00,9h 30m,1,0,8907,27,6,2019,23,0,13,30,9,30
Air India,2019-09-03,Banglore,New Delhi,BLR → GOI → DEL,17:00,03:40,10h 40m,1,0,8767,3,9,2019,3,40,17,0,10,40
Jet Airways,2019-03-27,Delhi,Cochin,DEL → BOM → COK,19:45,04:25,8h 40m,1,0,12242,27,3,2019,4,25,19,45,8,40
Air India,2019-05-24,Kolkata,Banglore,CCU → HYD → BLR,19:00,04:40,9h 40m,1,0,6327,24,5,2019,4,40,19,0,9,40
SpiceJet,2019-05-24,Chennai,Kolkata,MAA → CCU,09:45,12:00,2h 15m,0,2,3543,24,5,2019,12,0,9,45,2,15
Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,08:00,19:15,11h 15m,1,0,15058,6,3,2019,19,15,8,0,11,15
Jet Airways,2019-12-03,Banglore,New Delhi,BLR → BOM → DEL,18:55,18:25,23h 30m,1,1,11087,3,12,2019,18,25,18,55,23,30
Jet Airways,2019-09-05,Kolkata,Banglore,CCU → BOM → BLR,20:00,04:40,8h 40m,1,0,13941,5,9,2019,4,40,20,0,8,40
SpiceJet,2019-01-06,Delhi,Cochin,DEL → MAA → COK,15:45,22:05,6h 20m,1,0,7317,6,1,2019,22,5,15,45,6,20
Jet Airways,2019-09-05,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,19:00,23h 50m,2,0,15129,5,9,2019,19,0,19,10,23,50
Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,21:10,10:05,12h 55m,1,1,9663,24,5,2019,10,5,21,10,12,55
IndiGo,2019-04-24,Delhi,Cochin,DEL → BOM → COK,16:00,21:00,5h,1,0,5065,24,4,2019,21,0,16,0,5,0
Air India,2019-06-27,Delhi,Cochin,DEL → BLR → COK,09:45,23:00,13h 15m,1,0,8907,27,6,2019,23,0,9,45,13,15
SpiceJet,2019-03-21,Kolkata,Banglore,CCU → BLR,09:00,11:30,2h 30m,0,0,4148,21,3,2019,11,30,9,0,2,30
Multiple carriers,2019-09-06,Delhi,Cochin,DEL → BOM → COK,14:00,21:00,7h,1,0,13587,6,9,2019,21,0,14,0,7,0
Jet Airways,2019-06-06,Delhi,Cochin,DEL → BOM → COK,21:50,04:25,6h 35m,1,1,10262,6,6,2019,4,25,21,50,6,35
Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → DEL,14:05,08:15,18h 10m,1,0,12284,18,3,2019,8,15,14,5,18,10
Jet Airways,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,18:55,16:20,21h 25m,1,0,14781,15,5,2019,16,20,18,55,21,25
Jet Airways,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,08:25,09:20,24h 55m,1,1,9663,18,5,2019,9,20,8,25,24,55
IndiGo,2019-01-03,Banglore,New Delhi,BLR → DEL,13:00,15:50,2h 50m,0,0,19685,3,1,2019,15,50,13,0,2,50
Air India,2019-12-05,Kolkata,Banglore,CCU → DEL → BLR,10:00,23:15,13h 15m,1,0,10203,5,12,2019,23,15,10,0,13,15
Jet Airways,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,06:30,04:40,22h 10m,1,0,13941,15,5,2019,4,40,6,30,22,10
Air India,2019-01-03,Banglore,New Delhi,BLR → DEL,21:10,23:55,2h 45m,0,0,25703,3,1,2019,23,55,21,10,2,45
Jet Airways,2019-09-06,Delhi,Cochin,DEL → BOM → COK,14:00,04:25,14h 25m,1,1,10262,6,9,2019,4,25,14,0,14,25
SpiceJet,2019-01-05,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,0,2,3543,5,1,2019,20,5,17,45,2,20
SpiceJet,2019-06-04,Kolkata,Banglore,CCU → BLR,14:55,17:25,2h 30m,0,2,3841,4,6,2019,17,25,14,55,2,30
Jet Airways,2019-05-18,Delhi,Cochin,DEL → BOM → COK,11:30,19:00,7h 30m,1,0,15554,18,5,2019,19,0,11,30,7,30
Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,14:05,19:50,5h 45m,1,1,10844,24,5,2019,19,50,14,5,5,45
Jet Airways,2019-12-06,Kolkata,Banglore,CCU → DEL → BLR,17:00,14:25,21h 25m,1,0,12692,6,12,2019,14,25,17,0,21,25
Jet Airways,2019-09-06,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,0,1,3210,6,9,2019,21,5,19,35,1,30
Air India,2019-05-15,Delhi,Cochin,DEL → JAI → BOM → COK,12:00,19:15,7h 15m,2,0,9601,15,5,2019,19,15,12,0,7,15
Multiple carriers,2019-06-15,Delhi,Cochin,DEL → BOM → COK,13:00,01:30,12h 30m,1,0,13377,15,6,2019,1,30,13,0,12,30
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,18:55,18:10,23h 15m,1,1,11134,24,3,2019,18,10,18,55,23,15
Multiple carriers,2019-03-27,Delhi,Cochin,DEL → BOM → COK,08:55,21:00,12h 5m,1,0,8055,27,3,2019,21,0,8,55,12,5
Jet Airways,2019-03-27,Delhi,Cochin,DEL → BOM → COK,17:30,04:25,10h 55m,1,0,12242,27,3,2019,4,25,17,30,10,55
Air India,2019-09-03,Banglore,New Delhi,BLR → COK → DEL,22:00,23:20,25h 20m,1,0,8425,3,9,2019,23,20,22,0,25,20
SpiceJet,2019-06-15,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1h 30m,0,0,2753,15,6,2019,7,15,5,45,1,30
SpiceJet,2019-05-27,Banglore,Delhi,BLR → DEL,21:10,00:05,2h 55m,0,0,3311,27,5,2019,0,5,21,10,2,55
IndiGo,2019-12-06,Kolkata,Banglore,CCU → MAA → BLR,06:20,10:20,4h,1,0,4226,6,12,2019,10,20,6,20,4,0
Jet Airways,2019-01-03,Banglore,New Delhi,BLR → BOM → DEL,08:55,05:05,20h 10m,1,4,26890,3,1,2019,5,5,8,55,20,10
Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,06:00,19:00,13h,1,0,12524,24,6,2019,19,0,6,0,13,0
SpiceJet,2019-03-21,Kolkata,Banglore,CCU → BLR,17:15,19:45,2h 30m,0,0,3847,21,3,2019,19,45,17,15,2,30
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,16:30,23:35,7h 5m,1,0,12681,4,1,2019,23,35,16,30,7,5
Jet Airways,2019-06-06,Delhi,Cochin,DEL → LKO → BOM → COK,09:25,04:25,19h,2,0,13882,6,6,2019,4,25,9,25,19,0
Jet Airways,2019-05-18,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35,26h 55m,2,0,15129,18,5,2019,12,35,9,40,26,55
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,08:25,20:45,12h 20m,1,1,10844,6,6,2019,20,45,8,25,12,20
Jet Airways,2019-12-03,Banglore,New Delhi,BLR → BOM → DEL,21:25,08:15,10h 50m,1,0,12547,3,12,2019,8,15,21,25,10,50
Jet Airways,2019-09-06,Kolkata,Banglore,CCU → BOM → BLR,18:55,04:40,9h 45m,1,0,14178,6,9,2019,4,40,18,55,9,45
IndiGo,2019-03-03,Delhi,Cochin,DEL → BOM → COK,16:00,01:35,9h 35m,1,0,14871,3,3,2019,1,35,16,0,9,35
Jet Airways,2019-09-06,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,04:25,18h 45m,2,1,10368,6,9,2019,4,25,9,40,18,45
Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,08:00,21:00,13h,1,0,15078,3,6,2019,21,0,8,0,13,0
IndiGo,2019-05-21,Kolkata,Banglore,CCU → BLR,21:25,00:05,2h 40m,0,0,4804,21,5,2019,0,5,21,25,2,40
SpiceJet,2019-09-05,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,0,0,3873,5,9,2019,19,40,17,10,2,30
SpiceJet,2019-06-24,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,0,2,3841,24,6,2019,19,40,17,10,2,30
GoAir,2019-01-06,Delhi,Cochin,DEL → BOM → COK,07:00,12:55,5h 55m,1,0,5457,6,1,2019,12,55,7,0,5,55
Jet Airways,2019-12-05,Kolkata,Banglore,CCU → BOM → BLR,14:05,22:35,8h 30m,1,0,14781,5,12,2019,22,35,14,5,8,30
Jet Airways,2019-09-03,Delhi,Cochin,DEL → BOM → COK,21:50,18:50,21h,1,0,15764,3,9,2019,18,50,21,50,21,0
Vistara,2019-12-06,Banglore,Delhi,BLR → DEL,09:45,12:35,2h 50m,0,0,4668,6,12,2019,12,35,9,45,2,50
Jet Airways,2019-06-24,Delhi,Cochin,DEL → COK,11:00,14:15,3h 15m,0,0,9564,24,6,2019,14,15,11,0,3,15
IndiGo,2019-05-15,Delhi,Cochin,DEL → BOM → COK,06:40,21:00,14h 20m,1,0,7191,15,5,2019,21,0,6,40,14,20
Jet Airways,2019-06-03,Delhi,Cochin,DEL → BOM → COK,19:45,04:25,8h 40m,1,0,15764,3,6,2019,4,25,19,45,8,40
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,14:05,12:00,21h 55m,1,0,14388,5,6,2019,12,0,14,5,21,55
Jet Airways,2019-03-27,Delhi,Cochin,DEL → BOM → COK,19:45,04:25,8h 40m,1,1,6540,27,3,2019,4,25,19,45,8,40
SpiceJet,2019-06-24,Banglore,Delhi,BLR → DEL,09:30,12:20,2h 50m,0,0,3625,24,6,2019,12,20,9,30,2,50
Multiple carriers,2019-09-05,Delhi,Cochin,DEL → BOM → COK,07:30,19:15,11h 45m,1,0,8266,5,9,2019,19,15,7,30,11,45
SpiceJet,2019-05-18,Kolkata,Banglore,CCU → IXB → BLR,11:15,18:30,7h 15m,1,0,10944,18,5,2019,18,30,11,15,7,15
IndiGo,2019-03-27,Delhi,Cochin,DEL → BOM → COK,16:00,21:00,5h,1,0,5073,27,3,2019,21,0,16,0,5,0
Jet Airways,2019-03-15,Banglore,New Delhi,BLR → BOM → DEL,05:45,12:25,6h 40m,1,1,9134,15,3,2019,12,25,5,45,6,40
Vistara,2019-12-06,Kolkata,Banglore,CCU → DEL → BLR,20:20,20:20,24h,1,0,8085,6,12,2019,20,20,20,20,24,0
Jet Airways,2019-06-03,Banglore,New Delhi,BLR → BOM → DEL,07:00,12:25,5h 25m,1,0,22270,3,6,2019,12,25,7,0,5,25
