Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Day,Month,Year,Arrival_Time_hr,Arrival_Time_min,Dep_Time_hr,Dep_Time_min,Duration_hr,Duration_min,Total_Duration
Air Asia,2019-04-21,Banglore,Delhi,BLR → DEL,23:55,02:45,2h 50m,0,0,4483.0,21,4,2019,2,45,23,55,2,50,170.0
Air India,2019-05-18,Kolkata,Banglore,CCU → DEL → COK → BLR,10:00,01:20,15h 20m,2,0,13243.0,18,5,2019,1,20,10,0,15,20,920.0
IndiGo,2019-06-27,Delhi,Cochin,DEL → BOM → COK,11:25,01:30,14h 5m,1,0,5684.0,27,6,2019,1,30,11,25,14,5,845.0
Jet Airways,2019-03-04,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,0,1,3205.0,4,3,2019,11,50,10,20,1,30,90.0
Jet Airways,2019-06-15,Delhi,Cochin,DEL → BOM → COK,10:00,04:25,18h 25m,1,1,10262.0,15,6,2019,4,25,10,0,18,25,1105.0
IndiGo,2019-05-21,Banglore,Delhi,BLR → DEL,20:00,22:50,2h 50m,0,0,4823.0,21,5,2019,22,50,20,0,2,50,170.0
Jet Airways,2019-09-05,Delhi,Cochin,DEL → BOM → COK,13:00,19:00,6h,1,0,15554.0,5,9,2019,19,0,13,0,6,0,360.0
IndiGo,2019-06-27,Banglore,Delhi,BLR → DEL,04:00,06:50,2h 50m,0,0,3943.0,27,6,2019,6,50,4,0,2,50,170.0
Vistara,2019-12-03,Mumbai,Hyderabad,BOM → DEL → HYD,07:30,19:55,12h 25m,1,0,12080.0,3,12,2019,19,55,7,30,12,25,745.0
Air Asia,2019-05-27,Banglore,Delhi,BLR → DEL,23:55,02:45,2h 50m,0,0,3383.0,27,5,2019,2,45,23,55,2,50,170.0
SpiceJet,2019-03-18,Mumbai,Hyderabad,BOM → HYD,05:45,07:05,1h 20m,0,0,2437.0,18,3,2019,7,5,5,45,1,20,80.0
SpiceJet,2019-01-06,Mumbai,Hyderabad,BOM → HYD,22:45,00:15,1h 30m,0,2,1965.0,6,1,2019,0,15,22,45,1,30,90.0
Jet Airways,2019-03-21,Banglore,New Delhi,BLR → BOM → DEL,22:50,10:25,11h 35m,1,1,7832.0,21,3,2019,10,25,22,50,11,35,695.0
IndiGo,2019-09-06,Delhi,Cochin,DEL → HYD → COK,06:50,16:10,9h 20m,1,0,6442.0,6,9,2019,16,10,6,50,9,20,560.0
Air India,2019-05-15,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,08:55,27h 5m,2,0,12723.0,15,5,2019,8,55,5,50,27,5,1625.0
Jet Airways,2019-12-06,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,0,0,8016.0,6,12,2019,18,10,15,15,2,55,175.0
Jet Airways,2019-06-24,Delhi,Cochin,DEL → IDR → BOM → COK,21:25,12:35,15h 10m,2,1,10199.0,24,6,2019,12,35,21,25,15,10,910.0
Vistara,2019-03-24,Kolkata,Banglore,CCU → DEL → BLR,09:55,09:10,23h 15m,1,0,10842.0,24,3,2019,9,10,9,55,23,15,1395.0
Multiple carriers,2019-12-06,Delhi,Cochin,DEL → BOM → COK,12:50,21:00,8h 10m,1,0,7005.0,6,12,2019,21,0,12,50,8,10,490.0
Air Asia,2019-03-05,Kolkata,Banglore,CCU → BLR,10:20,12:55,2h 35m,0,0,4409.0,5,3,2019,12,55,10,20,2,35,155.0
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,21:10,09:20,12h 10m,1,0,13364.0,4,1,2019,9,20,21,10,12,10,730.0
Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,16:00,01:30,9h 30m,1,0,13377.0,27,6,2019,1,30,16,0,9,30,570.0
Jet Airways,2019-09-06,Delhi,Cochin,DEL → BOM → COK,21:50,04:25,6h 35m,1,1,10262.0,6,9,2019,4,25,21,50,6,35,395.0
Jet Airways,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,16:30,23:35,7h 5m,1,1,10844.0,18,5,2019,23,35,16,30,7,5,425.0
Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,06:30,16:20,9h 50m,1,0,14571.0,24,5,2019,16,20,6,30,9,50,590.0
Jet Airways,2019-09-03,Delhi,Cochin,DEL → BDQ → BOM → COK,10:45,18:50,32h 5m,2,0,19329.0,3,9,2019,18,50,10,45,32,5,1925.0
Air India,2019-03-21,Banglore,New Delhi,BLR → HYD → DEL,08:15,23:10,14h 55m,1,0,4943.0,21,3,2019,23,10,8,15,14,55,895.0
Jet Airways,2019-09-05,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,04:25,29h 20m,2,0,15129.0,5,9,2019,4,25,23,5,29,20,1760.0
Jet Airways,2019-05-18,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,19:00,9h 20m,2,0,15129.0,18,5,2019,19,0,9,40,9,20,560.0
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,17:00,18:00,25h,1,1,10539.0,6,6,2019,18,0,17,0,25,0,1500.0
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,21:10,22:35,25h 25m,1,1,10031.0,24,3,2019,22,35,21,10,25,25,1525.0
Multiple carriers,2019-05-24,Delhi,Cochin,DEL → BOM → COK,17:45,01:30,7h 45m,1,0,9140.0,24,5,2019,1,30,17,45,7,45,465.0
Air Asia,2019-04-27,Kolkata,Banglore,CCU → BLR,22:50,01:20,2h 30m,0,0,4409.0,27,4,2019,1,20,22,50,2,30,150.0
IndiGo,2019-05-15,Banglore,Delhi,BLR → DEL,22:10,01:00,2h 50m,0,0,3419.0,15,5,2019,1,0,22,10,2,50,170.0
Multiple carriers,2019-05-15,Delhi,Cochin,DEL → HYD → COK,09:45,16:10,6h 25m,1,0,9646.0,15,5,2019,16,10,9,45,6,25,385.0
Jet Airways,2019-09-05,Kolkata,Banglore,CCU → BOM → BLR,14:05,18:15,28h 10m,1,0,13584.0,5,9,2019,18,15,14,5,28,10,1690.0
Air India,2019-05-21,Delhi,Cochin,DEL → AMD → BOM → COK,05:00,07:40,26h 40m,2,0,11806.0,21,5,2019,7,40,5,0,26,40,1600.0
GoAir,2019-01-04,Delhi,Cochin,DEL → AMD → COK,07:25,13:35,6h 10m,1,0,4563.0,4,1,2019,13,35,7,25,6,10,370.0
Jet Airways,2019-03-27,Delhi,Cochin,DEL → MAA → BOM → COK,05:10,04:25,23h 15m,2,1,9412.0,27,3,2019,4,25,5,10,23,15,1395.0
Jet Airways,2019-06-27,Delhi,Cochin,DEL → BOM → COK,21:50,04:25,6h 35m,1,1,12898.0,27,6,2019,4,25,21,50,6,35,395.0
Vistara,2019-04-27,Delhi,Cochin,DEL → COK,14:40,17:50,3h 10m,0,0,6216.0,27,4,2019,17,50,14,40,3,10,190.0
Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,13:00,04:25,15h 25m,1,1,12898.0,21,5,2019,4,25,13,0,15,25,925.0
Jet Airways,2019-09-06,Delhi,Cochin,DEL → BOM → COK,22:50,19:00,20h 10m,1,1,10262.0,6,9,2019,19,0,22,50,20,10,1210.0
Air India,2019-01-03,Banglore,New Delhi,BLR → DEL,13:20,16:10,2h 50m,0,0,12526.0,3,1,2019,16,10,13,20,2,50,170.0
Air India,2019-06-03,Delhi,Cochin,DEL → TRV → COK,05:15,06:50,25h 35m,1,0,11522.0,3,6,2019,6,50,5,15,25,35,1535.0
Jet Airways,2019-12-06,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,0,0,5678.0,6,12,2019,4,20,2,55,1,25,85.0
Vistara,2019-09-03,Banglore,New Delhi,BLR → DEL,11:30,14:10,2h 40m,0,0,9918.0,3,9,2019,14,10,11,30,2,40,160.0
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,21:10,08:15,11h 5m,1,0,14781.0,5,1,2019,8,15,21,10,11,5,665.0
Air India,2019-03-27,Delhi,Cochin,DEL → AMD → BOM → COK,05:00,19:15,38h 15m,2,0,8026.0,27,3,2019,19,15,5,0,38,15,2070.0
Air India,2019-03-24,Banglore,New Delhi,BLR → DEL,13:20,16:10,2h 50m,0,0,7276.0,24,3,2019,16,10,13,20,2,50,170.0
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,08:25,18:15,9h 50m,1,1,7064.0,4,1,2019,18,15,8,25,9,50,590.0
Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,8h,1,0,13062.0,21,3,2019,21,0,13,0,8,0,480.0
Multiple carriers,2019-03-27,Delhi,Cochin,DEL → BOM → COK,11:30,21:00,9h 30m,1,0,12537.0,27,3,2019,21,0,11,30,9,30,570.0
Jet Airways,2019-03-15,Banglore,New Delhi,BLR → BOM → DEL,18:55,00:45,5h 50m,1,0,21934.0,15,3,2019,0,45,18,55,5,50,350.0
Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,13:00,19:00,6h,1,1,10262.0,24,6,2019,19,0,13,0,6,0,360.0
Vistara,2019-03-06,Banglore,Delhi,BLR → DEL,17:00,19:35,2h 35m,0,0,4878.0,6,3,2019,19,35,17,0,2,35,155.0
Jet Airways,2019-06-15,Delhi,Cochin,DEL → BOM → COK,14:00,19:00,5h,1,0,14714.0,15,6,2019,19,0,14,0,5,0,300.0
Jet Airways,2019-03-15,Banglore,New Delhi,BLR → BOM → DEL,07:00,15:15,8h 15m,1,1,9134.0,15,3,2019,15,15,7,0,8,15,495.0
IndiGo,2019-01-04,Banglore,Delhi,BLR → DEL,16:55,19:55,3h,0,0,4823.0,4,1,2019,19,55,16,55,3,0,180.0
Multiple carriers,2019-06-27,Delhi,Cochin,DEL → HYD → COK,07:10,16:10,9h,1,1,6093.0,27,6,2019,16,10,7,10,9,0,540.0
SpiceJet,2019-03-06,Chennai,Kolkata,MAA → CCU,08:20,10:35,2h 15m,0,0,3597.0,6,3,2019,10,35,8,20,2,15,135.0
Multiple carriers,2019-09-05,Delhi,Cochin,DEL → BOM → COK,14:00,21:00,7h,1,0,13727.0,5,9,2019,21,0,14,0,7,0,420.0
IndiGo,2019-01-04,Kolkata,Banglore,CCU → BLR,11:30,14:05,2h 35m,0,0,4174.0,4,1,2019,14,5,11,30,2,35,155.0
Jet Airways,2019-06-27,Delhi,Cochin,DEL → BOM → COK,11:30,19:00,7h 30m,1,1,10262.0,27,6,2019,19,0,11,30,7,30,450.0
Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,10:20,19:00,8h 40m,1,0,11789.0,6,6,2019,19,0,10,20,8,40,520.0
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,18:55,08:15,13h 20m,1,1,8586.0,5,1,2019,8,15,18,55,13,20,800.0
Air India,2019-01-03,Banglore,New Delhi,BLR → CCU → BBI → HYD → DEL,05:50,08:50,27h,3,0,13081.0,3,1,2019,8,50,5,50,27,0,1620.0
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,20:25,23:35,27h 10m,1,1,9314.0,5,1,2019,23,35,20,25,27,10,1630.0
Jet Airways,2019-06-21,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,0,0,5678.0,21,6,2019,21,5,19,35,1,30,90.0
Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9h,1,1,11924.0,27,5,2019,19,0,10,0,9,0,540.0
Jet Airways,2019-09-06,Kolkata,Banglore,CCU → DEL → BLR,20:25,23:35,27h 10m,1,0,12692.0,6,9,2019,23,35,20,25,27,10,1630.0
Jet Airways,2019-06-24,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,0,1,6478.0,24,6,2019,22,0,18,55,3,5,185.0
IndiGo,2019-05-15,Kolkata,Banglore,CCU → MAA → BLR,06:20,10:20,4h,1,0,4226.0,15,5,2019,10,20,6,20,4,0,240.0
IndiGo,2019-09-03,Delhi,Cochin,DEL → BBI → COK,02:35,08:30,5h 55m,1,0,11532.0,3,9,2019,8,30,2,35,5,55,355.0
Air India,2019-06-03,Chennai,Kolkata,MAA → CCU,11:40,13:55,2h 15m,0,0,9340.0,3,6,2019,13,55,11,40,2,15,135.0
Jet Airways,2019-12-06,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25,22h 55m,2,1,10368.0,6,12,2019,4,25,5,30,22,55,1375.0
Jet Airways,2019-12-06,Kolkata,Banglore,CCU → BOM → BLR,14:05,20:45,6h 40m,1,0,13626.0,6,12,2019,20,45,14,5,6,40,400.0
Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,06:30,12:00,5h 30m,1,1,9663.0,24,5,2019,12,0,6,30,5,30,330.0
Jet Airways,2019-06-03,Delhi,Cochin,DEL → IDR → BOM → COK,05:25,04:25,23h,2,1,16389.0,3,6,2019,4,25,5,25,23,0,1380.0
Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,03:50,19:00,15h 10m,1,0,10197.0,18,5,2019,19,0,3,50,15,10,910.0
Jet Airways,2019-12-06,Kolkata,Banglore,CCU → BOM → BLR,21:10,04:40,7h 30m,1,1,7594.0,6,12,2019,4,40,21,10,7,30,450.0
Jet Airways,2019-12-03,Banglore,New Delhi,BLR → BOM → DEL,21:25,11:25,14h,1,0,13817.0,3,12,2019,11,25,21,25,14,0,840.0
Jet Airways,2019-04-15,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,0,0,7229.0,15,4,2019,20,45,17,45,3,0,180.0
Jet Airways,2019-06-24,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,04:25,18h 45m,2,1,10368.0,24,6,2019,4,25,9,40,18,45,1125.0
Air Asia,2019-05-15,Banglore,Delhi,BLR → DEL,04:55,07:45,2h 50m,0,0,4282.0,15,5,2019,7,45,4,55,2,50,170.0
Jet Airways,2019-12-06,Delhi,Cochin,DEL → IDR → BOM → COK,09:35,04:25,18h 50m,2,0,13292.0,6,12,2019,4,25,9,35,18,50,1130.0
Jet Airways,2019-06-27,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,12:35,17h 5m,2,0,13764.0,27,6,2019,12,35,19,30,17,5,1025.0
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,18:55,16:20,21h 25m,1,0,12681.0,4,1,2019,16,20,18,55,21,25,1285.0
Jet Airways,2019-12-05,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,0,1,5198.0,5,12,2019,14,5,11,10,2,55,175.0
Multiple carriers,2019-09-03,Delhi,Cochin,DEL → BOM → COK,07:30,19:45,12h 15m,1,0,12615.0,3,9,2019,19,45,7,30,12,15,735.0
IndiGo,2019-04-21,Kolkata,Banglore,CCU → BLR,11:30,14:05,2h 35m,0,0,5644.0,21,4,2019,14,5,11,30,2,35,155.0
Jet Airways,2019-12-03,Banglore,New Delhi,BLR → BOM → DEL,22:55,13:15,14h 20m,1,1,11087.0,3,12,2019,13,15,22,55,14,20,860.0
SpiceJet,2019-03-05,Mumbai,Hyderabad,BOM → HYD,22:45,00:15,1h 30m,0,0,2227.0,5,3,2019,0,15,22,45,1,30,90.0
Jet Airways,2019-06-18,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,0,0,8016.0,18,6,2019,22,50,19,50,3,0,180.0
SpiceJet,2019-09-05,Banglore,Delhi,BLR → DEL,09:30,12:20,2h 50m,0,2,4885.0,5,9,2019,12,20,9,30,2,50,170.0
IndiGo,2019-01-04,Kolkata,Banglore,CCU → BLR,09:35,12:20,2h 45m,0,0,4174.0,4,1,2019,12,20,9,35,2,45,165.0
Air Asia,2019-09-05,Kolkata,Banglore,CCU → BBI → BLR,06:50,10:30,3h 40m,1,0,5162.0,5,9,2019,10,30,6,50,3,40,220.0
Jet Airways,2019-06-27,Delhi,Cochin,DEL → BOM → COK,13:00,19:00,6h,1,1,10262.0,27,6,2019,19,0,13,0,6,0,360.0
IndiGo,2019-06-18,Mumbai,Hyderabad,BOM → HYD,09:15,10:45,1h 30m,0,0,4049.0,18,6,2019,10,45,9,15,1,30,90.0
Air India,2019-05-27,Delhi,Cochin,DEL → BOM → COK,18:00,19:15,25h 15m,1,0,8372.0,27,5,2019,19,15,18,0,25,15,1515.0
IndiGo,2019-12-06,Banglore,Delhi,BLR → DEL,00:30,03:25,2h 55m,0,0,3419.0,6,12,2019,3,25,0,30,2,55,175.0
IndiGo,2019-03-27,Delhi,Cochin,DEL → HYD → COK,07:35,12:00,4h 25m,1,0,5073.0,27,3,2019,12,0,7,35,4,25,265.0
IndiGo,2019-06-06,Delhi,Cochin,DEL → BOM → COK,16:00,21:00,5h,1,0,6069.0,6,6,2019,21,0,16,0,5,0,300.0
IndiGo,2019-03-21,Delhi,Cochin,DEL → BOM → COK,08:25,15:30,7h 5m,1,0,9709.0,21,3,2019,15,30,8,25,7,5,425.0
Jet Airways,2019-12-06,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35,26h 55m,2,0,13014.0,6,12,2019,12,35,9,40,26,55,1615.0
Jet Airways,2019-05-18,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,19:00,9h 20m,2,1,13029.0,18,5,2019,19,0,9,40,9,20,560.0
Multiple carriers,2019-05-15,Delhi,Cochin,DEL → BOM → COK,08:00,21:00,13h,1,0,13937.0,15,5,2019,21,0,8,0,13,0,780.0
SpiceJet,2019-03-03,Delhi,Cochin,DEL → MAA → COK,15:55,21:55,6h,1,0,11349.0,3,3,2019,21,55,15,55,6,0,360.0
Jet Airways,2019-05-21,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,04:25,29h 20m,2,0,15129.0,21,5,2019,4,25,23,5,29,20,1760.0
SpiceJet,2019-09-06,Chennai,Kolkata,MAA → CCU,09:45,12:00,2h 15m,0,0,3597.0,6,9,2019,12,0,9,45,2,15,135.0
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,20:00,20:45,24h 45m,1,0,14388.0,5,6,2019,20,45,20,0,24,45,1485.0
Jet Airways,2019-09-03,Banglore,New Delhi,BLR → BOM → DEL,08:00,10:25,26h 25m,1,1,11087.0,3,9,2019,10,25,8,0,26,25,1585.0
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,14:05,09:20,19h 15m,1,1,9663.0,5,1,2019,9,20,14,5,19,15,1155.0
Jet Airways,2019-01-06,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25,22h 55m,2,0,13014.0,6,1,2019,4,25,5,30,22,55,1375.0
IndiGo,2019-06-06,Banglore,Delhi,BLR → DEL,04:00,06:50,2h 50m,0,0,3943.0,6,6,2019,6,50,4,0,2,50,170.0
Air India,2019-03-15,Banglore,New Delhi,BLR → COK → DEL,22:00,13:20,15h 20m,1,0,8845.0,15,3,2019,13,20,22,0,15,20,920.0
Air India,2019-03-24,Kolkata,Banglore,CCU → DEL → BLR,20:30,12:30,16h,1,0,12173.0,24,3,2019,12,30,20,30,16,0,960.0
Jet Airways,2019-09-06,Delhi,Cochin,DEL → BOM → COK,21:50,12:35,14h 45m,1,1,10262.0,6,9,2019,12,35,21,50,14,45,885.0
Multiple carriers,2019-03-21,Delhi,Cochin,DEL → HYD → COK,09:45,16:10,6h 25m,1,0,7242.0,21,3,2019,16,10,9,45,6,25,385.0
Jet Airways,2019-06-24,Delhi,Cochin,DEL → IDR → BOM → COK,05:30,04:25,22h 55m,2,0,13292.0,24,6,2019,4,25,5,30,22,55,1375.0
IndiGo,2019-03-21,Banglore,New Delhi,BLR → AMD → DEL,14:25,19:25,5h,1,0,7708.0,21,3,2019,19,25,14,25,5,0,300.0
Jet Airways,2019-06-21,Mumbai,Hyderabad,BOM → HYD,08:45,10:15,1h 30m,0,0,8040.0,21,6,2019,10,15,8,45,1,30,90.0
SpiceJet,2019-12-05,Chennai,Kolkata,MAA → CCU,08:20,10:35,2h 15m,0,0,3597.0,5,12,2019,10,35,8,20,2,15,135.0
SpiceJet,2019-05-27,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,0,2,3841.0,27,5,2019,19,40,17,10,2,30,150.0
Air India,2019-05-15,Kolkata,Banglore,CCU → DEL → BLR,17:30,20:25,26h 55m,1,0,10203.0,15,5,2019,20,25,17,30,26,55,1615.0
IndiGo,2019-04-27,Delhi,Cochin,DEL → BLR → COK,02:00,07:45,5h 45m,1,0,7173.0,27,4,2019,7,45,2,0,5,45,345.0
SpiceJet,2019-09-06,Mumbai,Hyderabad,BOM → HYD,22:45,00:15,1h 30m,0,2,1965.0,6,9,2019,0,15,22,45,1,30,90.0
IndiGo,2019-06-06,Delhi,Cochin,DEL → BOM → COK,20:25,01:30,5h 5m,1,0,5054.0,6,6,2019,1,30,20,25,5,5,305.0
IndiGo,2019-03-03,Banglore,New Delhi,BLR → DEL,16:55,19:45,2h 50m,0,0,8855.0,3,3,2019,19,45,16,55,2,50,170.0
Jet Airways,2019-01-03,Banglore,New Delhi,BLR → BOM → DEL,05:45,21:20,15h 35m,1,0,23017.0,3,1,2019,21,20,5,45,15,35,935.0
Jet Airways,2019-09-05,Kolkata,Banglore,CCU → DEL → BLR,17:00,18:00,25h,1,1,7341.0,5,9,2019,18,0,17,0,25,0,1500.0
SpiceJet,2019-03-06,Banglore,Delhi,BLR → DEL,09:30,12:20,2h 50m,0,2,3919.0,6,3,2019,12,20,9,30,2,50,170.0
Jet Airways,2019-03-27,Delhi,Cochin,DEL → BOM → COK,15:05,04:25,13h 20m,1,0,12242.0,27,3,2019,4,25,15,5,13,20,800.0
Jet Airways,2019-05-18,Kolkata,Banglore,CCU → DEL → BLR,09:35,14:25,28h 50m,1,0,13067.0,18,5,2019,14,25,9,35,28,50,1730.0
Jet Airways,2019-06-24,Delhi,Cochin,DEL → JDH → BOM → COK,11:40,19:00,7h 20m,2,0,18804.0,24,6,2019,19,0,11,40,7,20,440.0
Air Asia,2019-04-21,Kolkata,Banglore,CCU → BLR,22:50,01:20,2h 30m,0,0,5645.0,21,4,2019,1,20,22,50,2,30,150.0
IndiGo,2019-06-24,Chennai,Kolkata,MAA → CCU,19:35,21:55,2h 20m,0,0,3597.0,24,6,2019,21,55,19,35,2,20,140.0
Multiple carriers,2019-09-06,Delhi,Cochin,DEL → BOM → COK,16:00,01:30,9h 30m,1,0,13587.0,6,9,2019,1,30,16,0,9,30,570.0
IndiGo,2019-06-21,Chennai,Kolkata,MAA → CCU,13:15,15:35,2h 20m,0,0,3597.0,21,6,2019,15,35,13,15,2,20,140.0
Air India,2019-05-18,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,9h 15m,1,0,8879.0,18,5,2019,19,15,10,0,9,15,555.0
SpiceJet,2019-04-21,Banglore,Delhi,BLR → DEL,05:55,08:35,2h 40m,0,2,4319.0,21,4,2019,8,35,5,55,2,40,160.0
Air India,2019-03-27,Mumbai,Hyderabad,BOM → HYD,13:55,15:25,1h 30m,0,0,2050.0,27,3,2019,15,25,13,55,1,30,90.0
Jet Airways,2019-03-06,Mumbai,Hyderabad,BOM → HYD,07:05,08:30,1h 25m,0,0,8040.0,6,3,2019,8,30,7,5,1,25,85.0
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,18:55,08:15,13h 20m,1,0,13584.0,5,6,2019,8,15,18,55,13,20,800.0
Jet Airways,2019-06-06,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,04:25,8h 55m,2,0,13014.0,6,6,2019,4,25,19,30,8,55,535.0
Vistara,2019-05-15,Kolkata,Banglore,CCU → DEL → BLR,07:10,18:50,11h 40m,1,0,9345.0,15,5,2019,18,50,7,10,11,40,700.0
Jet Airways,2019-03-06,Delhi,Cochin,DEL → IDR → BOM → COK,09:35,12:35,27h,2,1,11507.0,6,3,2019,12,35,9,35,27,0,1620.0
Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,06:00,19:15,13h 15m,1,0,8266.0,6,6,2019,19,15,6,0,13,15,795.0
Jet Airways,2019-03-24,Mumbai,Hyderabad,BOM → HYD,02:55,04:25,1h 30m,0,0,5678.0,24,3,2019,4,25,2,55,1,30,90.0
Multiple carriers,2019-12-06,Delhi,Cochin,DEL → BOM → COK,13:00,01:30,12h 30m,1,0,13377.0,6,12,2019,1,30,13,0,12,30,750.0
Vistara,2019-05-21,Kolkata,Banglore,CCU → DEL → BLR,07:10,18:50,11h 40m,1,0,9345.0,21,5,2019,18,50,7,10,11,40,700.0
IndiGo,2019-05-15,Delhi,Cochin,DEL → BOM → COK,18:35,01:30,6h 55m,1,0,7191.0,15,5,2019,1,30,18,35,6,55,415.0
Multiple carriers,2019-03-27,Delhi,Cochin,DEL → BOM → COK,17:45,01:35,7h 50m,1,0,7845.0,27,3,2019,1,35,17,45,7,50,470.0
Jet Airways,2019-05-21,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,0,0,7229.0,21,5,2019,14,5,11,10,2,55,175.0
Air India,2019-01-03,Banglore,New Delhi,BLR → HYD → DEL,17:00,08:50,15h 50m,1,4,10981.0,3,1,2019,8,50,17,0,15,50,950.0
Jet Airways,2019-09-06,Kolkata,Banglore,CCU → BOM → BLR,14:05,04:40,14h 35m,1,0,14178.0,6,9,2019,4,40,14,5,14,35,875.0
IndiGo,2019-03-21,Delhi,Cochin,DEL → BOM → COK,07:30,21:00,13h 30m,1,0,8784.0,21,3,2019,21,0,7,30,13,30,810.0
Jet Airways,2019-12-05,Kolkata,Banglore,CCU → BOM → BLR,20:00,04:40,8h 40m,1,0,13941.0,5,12,2019,4,40,20,0,8,40,520.0
Jet Airways,2019-05-21,Kolkata,Banglore,CCU → DEL → BLR,20:25,19:10,22h 45m,1,0,13067.0,21,5,2019,19,10,20,25,22,45,1365.0
Jet Airways,2019-06-27,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,0,1,4995.0,27,6,2019,11,50,10,20,1,30,90.0
Air India,2019-03-06,Delhi,Cochin,DEL → LKO → BOM → COK,18:30,19:15,24h 45m,2,0,12488.0,6,3,2019,19,15,18,30,24,45,1485.0
Air Asia,2019-09-06,Kolkata,Banglore,CCU → DEL → BLR,07:35,23:30,15h 55m,1,0,7870.0,6,9,2019,23,30,7,35,15,55,955.0
Air India,2019-12-05,Delhi,Cochin,DEL → COK,05:10,08:00,2h 50m,0,0,6094.0,5,12,2019,8,0,5,10,2,50,170.0
Jet Airways,2019-12-06,Kolkata,Banglore,CCU → GAU → BLR,10:20,17:35,7h 15m,1,1,5608.0,6,12,2019,17,35,10,20,7,15,435.0
GoAir,2019-03-03,Delhi,Cochin,DEL → HYD → COK,07:30,13:20,5h 50m,1,0,6112.0,3,3,2019,13,20,7,30,5,50,350.0
Jet Airways,2019-06-03,Banglore,New Delhi,BLR → BOM → DEL,16:55,08:15,15h 20m,1,0,16736.0,3,6,2019,8,15,16,55,15,20,920.0
Vistara,2019-12-06,Kolkata,Banglore,CCU → DEL → BLR,20:20,10:45,14h 25m,1,0,8452.0,6,12,2019,10,45,20,20,14,25,865.0
Jet Airways,2019-09-05,Kolkata,Banglore,CCU → DEL → BLR,17:00,14:25,21h 25m,1,1,9314.0,5,9,2019,14,25,17,0,21,25,1285.0
IndiGo,2019-05-21,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,0,0,3850.0,21,5,2019,10,15,7,55,2,20,140.0
Jet Airways,2019-03-21,Delhi,Cochin,DEL → BOM → COK,19:45,04:25,8h 40m,1,1,5963.0,21,3,2019,4,25,19,45,8,40,520.0
Air India,2019-05-21,Delhi,Cochin,DEL → AMD → BOM → COK,05:00,19:15,38h 15m,2,0,9968.0,21,5,2019,19,15,5,0,38,15,2070.0
